RAW_METAR,STATION,DATETIME,WIND_DIR,WIND_SPEED,WIND_GUST,VISIBILITY,CLOUDS,TEMPERATURE,DEWPOINT,PRESSURE_QNH,WX1_INT,WX1_DESC,WX1_PHEN,WX2_INT,WX2_DESC,WX2_PHEN,WX3_INT,WX3_DESC,WX3_PHEN
202512121200 METAR VEPT 121200Z 00000KT 1700 BR NSC 18/15 Q1014 NOSIG=,VEPT,12-12-2025 12:00,000,00,,1700 m,,18,15,1014,,,BR,,,,,,
202512121230 METAR VEPT 121230Z 00000KT 1600 BR NSC 18/15 Q1014 BECMG 1500 BR=,VEPT,12-12-2025 12:30,000,00,,1600 m,,18,15,1014,,,BR,,,BR,,,
202512121300 METAR VEPT 121300Z 00000KT 1600 BR NSC 17/15 Q1015 NOSIG=,VEPT,12-12-2025 13:00,000,00,,1600 m,,17,15,1015,,,BR,,,,,,
202512121330 METAR VEPT 121330Z 00000KT 1600 BR NSC 17/14 Q1015 NOSIG=,VEPT,12-12-2025 13:30,000,00,,1600 m,,17,14,1015,,,BR,,,,,,
202512121400 METAR VEPT 121400Z 00000KT 1600 BR NSC 16/15 Q1015 NOSIG=,VEPT,12-12-2025 14:00,000,00,,1600 m,,16,15,1015,,,BR,,,,,,
202512121430 METAR VEPT 121430Z 00000KT 1600 BR NSC 16/14 Q1015 NOSIG=,VEPT,12-12-2025 14:30,000,00,,1600 m,,16,14,1015,,,BR,,,,,,
202512121500 METAR VEPT 121500Z 00000KT 1600 BR NSC 16/14 Q1016 NOSIG=,VEPT,12-12-2025 15:00,000,00,,1600 m,,16,14,1016,,,BR,,,,,,
202512121530 METAR VEPT 121530Z 00000KT 1600 BR NSC 16/13 Q1016 NOSIG=,VEPT,12-12-2025 15:30,000,00,,1600 m,,16,13,1016,,,BR,,,,,,
202512121600 METAR VEPT 121600Z 00000KT 1600 BR NSC 15/14 Q1016 BECMG 1500 BR=,VEPT,12-12-2025 16:00,000,00,,1600 m,,15,14,1016,,,BR,,,BR,,,
202512121630 METAR COR VEPT 121630Z 00000KT 1500 R25/2000 R07/1500 BR NSC 15/14 Q1016 NOSIG=,VEPT,12-12-2025 16:30,000,00,,1500 m,,15,14,1016,,,BR,,,,,,
202512121700 METAR VEPT 121700Z 00000KT 1300 R25/1700 R07/1300 BR NSC 14/14 Q1016 NOSIG=,VEPT,12-12-2025 17:00,000,00,,1300 m,,14,14,1016,,,BR,,,,,,
202512121730 METAR VEPT 121730Z 00000KT 1200 R25/1700 R07/1200 BR NSC 15/14 Q1016 NOSIG=,VEPT,12-12-2025 17:30,000,00,,1200 m,,15,14,1016,,,BR,,,,,,
202512121800 METAR VEPT 121800Z 00000KT 1100 R25/1500 R07/1200 BR NSC 14/13 Q1016 NOSIG=,VEPT,12-12-2025 18:00,000,00,,1100 m,,14,13,1016,,,BR,,,,,,
202512121830 METAR VEPT 121830Z 00000KT 1000 R25/1000 R07/1000 MIFG NSC 14/13 Q1016 NOSIG=,VEPT,12-12-2025 18:30,000,00,,1000 m,,14,13,1016,,MI,FG,,,,,,
202512121900 METAR VEPT 121900Z 00000KT 1000 R25/1000 R07/1000 MIFG NSC 14/13 Q101 6 NOSIG=,VEPT,12-12-2025 19:00,000,00,,1000 m,,14,13,,,MI,FG,,,,,,
202512121930 METAR VEPT 121930Z 00000KT 1000 R25/1000 R07/1000 MIFG NSC 14/13 Q101 6 NOSIG=,VEPT,12-12-2025 19:30,000,00,,1000 m,,14,13,,,MI,FG,,,,,,
202512122000 METAR VEPT 122000Z 00000KT 0900 R25/1000 R07/0900 FG NSC 14/13 Q1015 NOSIG=,VEPT,12-12-2025 20:00,000,00,,0900 m,,14,13,1015,,,FG,,,,,,
202512122030 METAR VEPT 122030Z 00000KT 0900 R25/1000 R07/0900 FG NSC 14/13 Q1015 BECMG 0800 FG=,VEPT,12-12-2025 20:30,000,00,,0900 m,,14,13,1015,,,FG,,,FG,,,
202512122100 METAR VEPT 122100Z 00000KT 0800 R25/1000 R07/0400 FG NSC 13/12 Q1015 NOSIG=,VEPT,12-12-2025 21:00,000,00,,0800 m,,13,12,1015,,,FG,,,,,,
202512122130 METAR VEPT 122130Z 00000KT 0800 R25/0700 R07/1000 FG NSC 13/13 Q1015 NOSIG=,VEPT,12-12-2025 21:30,000,00,,0800 m,,13,13,1015,,,FG,,,,,,
202512122200 METAR VEPT 122200Z 00000KT 0650 R25/0700 R07/0900 FG NSC 12/12 Q1015 BECMG 0600 FG=,VEPT,12-12-2025 22:00,000,00,,0650 m,,12,12,1015,,,FG,,,FG,,,
202512122230 METAR VEPT 122230Z 00000KT 0600 R25/0600 R07/0500 FG NSC 12/12 Q1015 NOSIG=,VEPT,12-12-2025 22:30,000,00,,0600 m,,12,12,1015,,,FG,,,,,,
202512122300 METAR VEPT 122300Z 00000KT 0600 R25/0500 R07/0500 FG NSC 13/12 Q1015 NOSIG=,VEPT,12-12-2025 23:00,000,00,,0600 m,,13,12,1015,,,FG,,,,,,
202512122330 METAR VEPT 122330Z 00000KT 0600 R25/0400 R07/0400 FG NSC 13/13 Q1015 NOSIG=,VEPT,12-12-2025 23:30,000,00,,0600 m,,13,13,1015,,,FG,,,,,,
202512130000 METAR VEPT 130000Z 00000KT 0500 R25/0600 R07/0550 FG NSC 12/12 Q1016 NOSIG=,VEPT,13-12-2025 00:00,000,00,,0500 m,,12,12,1016,,,FG,,,,,,
202512130030 METAR VEPT 130030Z 00000KT 0400 R25/0450 R07/0400 FG NSC 12/12 Q1016 BECMG 350 FG=,VEPT,13-12-2025 00:30,000,00,,0400 m,,12,12,1016,,,FG,,,FG,,,
202512130100 METAR VEPT 130100Z 00000KT 0300 R25/0550 R07/0300 FG NSC 12/12 Q1016 BECMG 150 FG=,VEPT,13-12-2025 01:00,000,00,,0300 m,,12,12,1016,,,FG,,,FG,,,
202512130130 METAR VEPT 130130Z 00000KT 0300 R25/0700 R07/0300 FG NSC 12/12 Q1017 NOSIG=,VEPT,13-12-2025 01:30,000,00,,0300 m,,12,12,1017,,,FG,,,,,,
202512130200 METAR VEPT 130200Z 00000KT 0300 R25/0800 R07/0700 FG NSC 12/12 Q1017 BECMG 350 FG=,VEPT,13-12-2025 02:00,000,00,,0300 m,,12,12,1017,,,FG,,,FG,,,
202512130230 METAR VEPT 130230Z 00000KT 0500 R25/2000 R07/0900 FG NSC 13/13 Q1018 BECMG 600 FG=,VEPT,13-12-2025 02:30,000,00,,0500 m,,13,13,1018,,,FG,,,FG,,,
202512130300 METAR VEPT 130300Z 00000KT 0500 R25/2000 R07/1000 FG NSC 15/14 Q1018 NOSIG=,VEPT,13-12-2025 03:00,000,00,,0500 m,,15,14,1018,,,FG,,,,,,
202512130330 METAR VEPT 130330Z 00000KT 0600 R25/2000 R07/1000 FG NSC 17/15 Q1019 NOSIG=,VEPT,13-12-2025 03:30,000,00,,0600 m,,17,15,1019,,,FG,,,,,,
202512130400 METAR VEPT 130400Z 00000KT 0700 R25/2000 R07/1100 FG NSC 19/15 Q1019 BECMG 0800 FG=,VEPT,13-12-2025 04:00,000,00,,0700 m,,19,15,1019,,,FG,,,FG,,,
202512130430 METAR COR VEPT 130430Z 27003KT 0800 R25/2000 R07/1300 FG NSC 20/15 Q1019 NOSIG=,VEPT,13-12-2025 04:30,270,03,,0800 m,,20,15,1019,,,FG,,,,,,
202512130500 METAR VEPT 130500Z 00000KT 1000 R25/2000 R07/1300 MIFG NSC 21/14 Q1018 NOSIG=,VEPT,13-12-2025 05:00,000,00,,1000 m,,21,14,1018,,MI,FG,,,,,,
202512130530 METAR VEPT 130530Z 00000KT 1200 R25/2000 R07/1700 MIFG NSC 22/13 Q1018 NOSIG=,VEPT,13-12-2025 05:30,000,00,,1200 m,,22,13,1018,,MI,FG,,,,,,
202512130600 METAR VEPT 130600Z 00000KT 1400 R25/2000 R07/2000 HZ NSC 22/12 Q1018 BECMG 1500 HZ=,VEPT,13-12-2025 06:00,000,00,,1400 m,,22,12,1018,,,HZ,,,HZ,,,
202512130630 METAR VEPT 130630Z 05003KT 1800 HZ NSC 23/13 Q1017 NOSIG=,VEPT,13-12-2025 06:30,050,03,,1800 m,,23,13,1017,,,HZ,,,,,,
202512130700 METAR VEPT 130700Z 05004KT 2000 HZ NSC 24/12 Q1016 NOSIG=,VEPT,13-12-2025 07:00,050,04,,2000 m,,24,12,1016,,,HZ,,,,,,
202512130730 METAR VEPT 130730Z 04005KT 2200 HZ NSC 24/12 Q1016 NOSIG=,VEPT,13-12-2025 07:30,040,05,,2200 m,,24,12,1016,,,HZ,,,,,,
202512130800 METAR VEPT 130800Z 28004KT 2500 HZ NSC 24/13 Q1015 NOSIG=,VEPT,13-12-2025 08:00,280,04,,2500 m,,24,13,1015,,,HZ,,,,,,
202512130830 METAR VEPT 130830Z 00000KT 2800 HZ NSC 24/12 Q1015 BECMG 3000 HZ=,VEPT,13-12-2025 08:30,000,00,,2800 m,,24,12,1015,,,HZ,,,HZ,,,
202512130900 METAR VEPT 130900Z 00000KT 3000 HZ NSC 25/11 Q1015 NOSIG=,VEPT,13-12-2025 09:00,000,00,,3000 m,,25,11,1015,,,HZ,,,,,,
202512130930 METAR VEPT 130930Z 32003KT 3500 HZ NSC 24/12 Q1014 NOSIG=,VEPT,13-12-2025 09:30,320,03,,3500 m,,24,12,1014,,,HZ,,,,,,
202512131030 METAR VEPT 131030Z 03003KT 3500 HZ NSC 24/12 Q1014 NOSIG=,VEPT,13-12-2025 10:30,030,03,,3500 m,,24,12,1014,,,HZ,,,,,,
202512131200 METAR VEPT 131200Z 00000KT 2800 HZ NSC 19/14 Q1015 NOSIG=,VEPT,13-12-2025 12:00,000,00,,2800 m,,19,14,1015,,,HZ,,,,,,
202512131230 METAR VEPT 131230Z 00000KT 2800 BR NSC 18/14 Q1015 NOSIG=,VEPT,13-12-2025 12:30,000,00,,2800 m,,18,14,1015,,,BR,,,,,,
202512131300 METAR VEPT 131300Z 00000KT 2800 BR NSC 18/14 Q1016 NOSIG=,VEPT,13-12-2025 13:00,000,00,,2800 m,,18,14,1016,,,BR,,,,,,
202512131330 METAR VEPT 131330Z 00000KT 2800 BR NSC 17/13 Q1016 NOSIG=,VEPT,13-12-2025 13:30,000,00,,2800 m,,17,13,1016,,,BR,,,,,,
202512131400 METAR VEPT 131400Z 00000KT 2800 BR NSC 16/14 Q1016 NOSIG=,VEPT,13-12-2025 14:00,000,00,,2800 m,,16,14,1016,,,BR,,,,,,
202512131430 METAR VEPT 131430Z 00000KT 2500 BR NSC 16/13 Q1017 NOSIG=,VEPT,13-12-2025 14:30,000,00,,2500 m,,16,13,1017,,,BR,,,,,,
202512131500 METAR VEPT 131500Z 00000KT 2500 BR NSC 16/13 Q1017 NOSIG=,VEPT,13-12-2025 15:00,000,00,,2500 m,,16,13,1017,,,BR,,,,,,
202512131530 METAR VEPT 131530Z 00000KT 2200 BR NSC 18/14 Q1017 NOSIG=,VEPT,13-12-2025 15:30,000,00,,2200 m,,18,14,1017,,,BR,,,,,,
202512131600 METAR VEPT 131600Z 00000KT 2000 BR NSC 15/14 Q1017 NOSIG=,VEPT,13-12-2025 16:00,000,00,,2000 m,,15,14,1017,,,BR,,,,,,
202512131630 METAR VEPT 131630Z 00000KT 2000 BR NSC 15/13 Q1017 NOSIG=,VEPT,13-12-2025 16:30,000,00,,2000 m,,15,13,1017,,,BR,,,,,,
202512131700 METAR VEPT 131700Z 00000KT 2000 BR NSC 15/13 Q1017 NOSIG=,VEPT,13-12-2025 17:00,000,00,,2000 m,,15,13,1017,,,BR,,,,,,
202512131730 METAR VEPT 131730Z 00000KT 1800 BR NSC 15/13 Q1017 NOSIG=,VEPT,13-12-2025 17:30,000,00,,1800 m,,15,13,1017,,,BR,,,,,,
202512131800 METAR VEPT 131800Z 00000KT 1800 BR NSC 15/13 Q1017 NOSIG=,VEPT,13-12-2025 18:00,000,00,,1800 m,,15,13,1017,,,BR,,,,,,
202512131830 METAR VEPT 131830Z 00000KT 1600 BR NSC 14/13 Q1017 NOSIG=,VEPT,13-12-2025 18:30,000,00,,1600 m,,14,13,1017,,,BR,,,,,,
202512131900 METAR VEPT 131900Z 00000KT 1600 BR NSC 14/13 Q1017 NOSIG=,VEPT,13-12-2025 19:00,000,00,,1600 m,,14,13,1017,,,BR,,,,,,
202512131930 METAR VEPT 131930Z 00000KT 1600 BR NSC 14/13 Q1017 NOSIG=,VEPT,13-12-2025 19:30,000,00,,1600 m,,14,13,1017,,,BR,,,,,,
202512132000 METAR VEPT 132000Z 00000KT 1600 BR NSC 14/13 Q1016 NOSIG=,VEPT,13-12-2025 20:00,000,00,,1600 m,,14,13,1016,,,BR,,,,,,
202512132030 METAR VEPT 132030Z 00000KT 1600 BR NSC 13/12 Q1016 NOSIG=,VEPT,13-12-2025 20:30,000,00,,1600 m,,13,12,1016,,,BR,,,,,,
202512132100 METAR VEPT 132100Z 00000KT 1600 BR NSC 12/12 Q1016 BECMG 1500 BR=,VEPT,13-12-2025 21:00,000,00,,1600 m,,12,12,1016,,,BR,,,BR,,,
202512132130 METAR VEPT 132130Z 00000KT 1300 BR NSC 13/12 Q1016 NOSIG=,VEPT,13-12-2025 21:30,000,00,,1300 m,,13,12,1016,,,BR,,,,,,
202512132200 METAR VEPT 132200Z 00000KT 1300 R25/1600 R07/2000 BR NSC 12/12 Q1016 NOSIG=,VEPT,13-12-2025 22:00,000,00,,1300 m,,12,12,1016,,,BR,,,,,,
202512132230 METAR VEPT 132230Z 00000KT 1400 R25/1700 R07/2000 BR NSC 13/12 Q1016 NOSIG=,VEPT,13-12-2025 22:30,000,00,,1400 m,,13,12,1016,,,BR,,,,,,
202512132300 METAR VEPT 132300Z 00000KT 1200 R25/2000 R07/1600 MIFG NSC 12/12 Q1016 NOSIG=,VEPT,13-12-2025 23:00,000,00,,1200 m,,12,12,1016,,MI,FG,,,,,,
202512132330 METAR VEPT 132330Z 00000KT 1200 R25/1800 R07/2000 MIFG NSC 13/12 Q1017 NOSIG=,VEPT,13-12-2025 23:30,000,00,,1200 m,,13,12,1017,,MI,FG,,,,,,
202512140000 METAR VEPT 140000Z 00000KT 1200 R25/1800 R07/2000 MIFG NSC 12/12 Q101 7 NOSIG=,VEPT,14-12-2025 00:00,000,00,,1200 m,,12,12,,,MI,FG,,,,,,
202512140030 METAR VEPT 140030Z 00000KT 1000 R25/1600 R07/1600 MIFG NSC 12/12 Q101 7 BECMG 0800 FG=,VEPT,14-12-2025 00:30,000,00,,1000 m,,12,12,,,MI,FG,,,FG,,,
202512140100 METAR VEPT 140100Z 00000KT 0800 R25/1600 R07/1600 FG NSC 12/12 Q1018 NOSIG=,VEPT,14-12-2025 01:00,000,00,,0800 m,,12,12,1018,,,FG,,,,,,
202512140130 METAR VEPT 140130Z 00000KT 0800 R25/1500 R07/1200 FG NSC 12/12 Q1018 NOSIG=,VEPT,14-12-2025 01:30,000,00,,0800 m,,12,12,1018,,,FG,,,,,,
202512140230 METAR VEPT 140230Z 00000KT 1200 R25/1600 R07/1600 MIFG NSC 16/14 Q101 9 NOSIG=,VEPT,14-12-2025 02:30,000,00,,1200 m,,16,14,,,MI,FG,,,,,,
202512140330 METAR VEPT 140330Z 00000KT 1200 R25/1500 R07/1500 MIFG NSC 18/14 Q1020 NOSIG=,VEPT,14-12-2025 03:30,000,00,,1200 m,,18,14,1020,,MI,FG,,,,,,
202512140400 METAR VEPT 140400Z 00000KT 1200 R25/1500 R07/1600 MIFG NSC 20/13 Q1020 BECMG 1500 HZ=,VEPT,14-12-2025 04:00,000,00,,1200 m,,20,13,1020,,MI,FG,,,HZ,,,
202512140430 METAR VEPT 140430Z 00000KT 1200 R25/1500 R07/1600 MIFG NSC 21/14 Q1020 BECMG 1500 HZ=,VEPT,14-12-2025 04:30,000,00,,1200 m,,21,14,1020,,MI,FG,,,HZ,,,
202512140500 METAR VEPT 140500Z 03003KT 1500 R25/2000 R07/1800 HZ NSC 22/13 Q1020 NOSIG=,VEPT,14-12-2025 05:00,030,03,,1500 m,,22,13,1020,,,HZ,,,,,,
202512140530 METAR VEPT 140530Z 32003KT 2000 HZ NSC 23/12 Q1019 BECMG 3000 HZ=,VEPT,14-12-2025 05:30,320,03,,2000 m,,23,12,1019,,,HZ,,,HZ,,,
202512140600 METAR VEPT 140600Z 04003KT 3000 HZ FEW100 24/12 Q1018 NOSIG=,VEPT,14-12-2025 06:00,040,03,,3000 m,FEW100,24,12,1018,,,HZ,,,,,,
202512140630 METAR VEPT 140630Z 02003KT 4000 HZ SCT100 24/12 Q1018 NOSIG=,VEPT,14-12-2025 06:30,020,03,,4000 m,SCT100,24,12,1018,,,HZ,,,,,,
202512140700 METAR VEPT 140700Z 05004KT 4500 HZ SCT100 25/11 Q1017 NOSIG=,VEPT,14-12-2025 07:00,050,04,,4500 m,SCT100,25,11,1017,,,HZ,,,,,,
202512140730 METAR VEPT 140730Z 03003KT 4500 HZ SCT100 25/11 Q1017 BECMG 5000 HZ=,VEPT,14-12-2025 07:30,030,03,,4500 m,SCT100,25,11,1017,,,HZ,,,HZ,,,
202512140800 METAR VEPT 140800Z 04006KT 5000 HZ SCT100 25/11 Q1016 NOSIG=,VEPT,14-12-2025 08:00,040,06,,5000 m,SCT100,25,11,1016,,,HZ,,,,,,
202512140830 METAR VEPT 140830Z 04005KT 5000 HZ SCT100 25/11 Q1015 NOSIG=,VEPT,14-12-2025 08:30,040,05,,5000 m,SCT100,25,11,1015,,,HZ,,,,,,
202512140900 METAR VEPT 140900Z 05004KT 5000 HZ FEW100 25/12 Q1015 NOSIG=,VEPT,14-12-2025 09:00,050,04,,5000 m,FEW100,25,12,1015,,,HZ,,,,,,
202512140930 METAR VEPT 140930Z 02003KT 5000 HZ NSC 25/12 Q1015 NOSIG=,VEPT,14-12-2025 09:30,020,03,,5000 m,,25,12,1015,,,HZ,,,,,,
202512141000 METAR VEPT 141000Z 06003KT 5000 HZ NSC 24/12 Q1015 NOSIG=,VEPT,14-12-2025 10:00,060,03,,5000 m,,24,12,1015,,,HZ,,,,,,
202512141030 METAR VEPT 141030Z 00000KT 4000 HZ NSC 24/12 Q1015 NOSIG=,VEPT,14-12-2025 10:30,000,00,,4000 m,,24,12,1015,,,HZ,,,,,,
202512141100 METAR VEPT 141100Z 10003KT 4000 HZ NSC 22/14 Q1014 NOSIG=,VEPT,14-12-2025 11:00,100,03,,4000 m,,22,14,1014,,,HZ,,,,,,
202512141130 METAR VEPT 141130Z 00000KT 3500 HZ NSC 21/16 Q1015 NOSIG=,VEPT,14-12-2025 11:30,000,00,,3500 m,,21,16,1015,,,HZ,,,,,,
202512141200 METAR VEPT 141200Z 00000KT 3500 HZ NSC 20/14 Q1015 NOSIG=,VEPT,14-12-2025 12:00,000,00,,3500 m,,20,14,1015,,,HZ,,,,,,
202512141230 METAR VEPT 141230Z 00000KT 3500 HZ NSC 20/14 Q1015 NOSIG=,VEPT,14-12-2025 12:30,000,00,,3500 m,,20,14,1015,,,HZ,,,,,,
202512141300 METAR VEPT 141300Z 00000KT 3500 HZ NSC 19/14 Q1016 NOSIG=,VEPT,14-12-2025 13:00,000,00,,3500 m,,19,14,1016,,,HZ,,,,,,
202512141330 METAR VEPT 141330Z 00000KT 3500 BR NSC 18/14 Q1016 BECMG 3000 BR=,VEPT,14-12-2025 13:30,000,00,,3500 m,,18,14,1016,,,BR,,,BR,,,
202512141400 METAR VEPT 141400Z 00000KT 3000 BR NSC 17/14 Q1016 NOSIG=,VEPT,14-12-2025 14:00,000,00,,3000 m,,17,14,1016,,,BR,,,,,,
202512141430 METAR VEPT 141430Z 00000KT 3000 BR NSC 17/14 Q1017 NOSIG=,VEPT,14-12-2025 14:30,000,00,,3000 m,,17,14,1017,,,BR,,,,,,
202512141500 METAR VEPT 141500Z 00000KT 2800 BR NSC 16/14 Q1017 NOSIG=,VEPT,14-12-2025 15:00,000,00,,2800 m,,16,14,1017,,,BR,,,,,,
202512141530 METAR VEPT 141530Z 00000KT 2800 BR NSC 18/14 Q1017 NOSIG=,VEPT,14-12-2025 15:30,000,00,,2800 m,,18,14,1017,,,BR,,,,,,
202512141600 METAR VEPT 141600Z 00000KT 2200 BR NSC 17/14 Q1017 NOSIG=,VEPT,14-12-2025 16:00,000,00,,2200 m,,17,14,1017,,,BR,,,,,,
202512141630 METAR VEPT 141630Z 00000KT 2200 BR NSC 16/14 Q1017 NOSIG=,VEPT,14-12-2025 16:30,000,00,,2200 m,,16,14,1017,,,BR,,,,,,
202512141700 METAR VEPT 141700Z 00000KT 2000 BR NSC 16/13 Q1017 NOSIG=,VEPT,14-12-2025 17:00,000,00,,2000 m,,16,13,1017,,,BR,,,,,,
202512141730 METAR VEPT 141730Z 00000KT 2000 BR NSC 16/13 Q1017 NOSIG=,VEPT,14-12-2025 17:30,000,00,,2000 m,,16,13,1017,,,BR,,,,,,
202512141800 METAR VEPT 141800Z 00000KT 2000 BR NSC 15/14 Q1017 NOSIG=,VEPT,14-12-2025 18:00,000,00,,2000 m,,15,14,1017,,,BR,,,,,,
202512141830 METAR VEPT 141830Z 00000KT 2000 BR NSC 15/13 Q1017 NOSIG=,VEPT,14-12-2025 18:30,000,00,,2000 m,,15,13,1017,,,BR,,,,,,
202512141900 METAR VEPT 141900Z 00000KT 2000 BR NSC 14/13 Q1017 NOSIG=,VEPT,14-12-2025 19:00,000,00,,2000 m,,14,13,1017,,,BR,,,,,,
202512141930 METAR VEPT 141930Z 00000KT 2000 BR NSC 14/13 Q1017 NOSIG=,VEPT,14-12-2025 19:30,000,00,,2000 m,,14,13,1017,,,BR,,,,,,
202512142000 METAR VEPT 142000Z 00000KT 2000 BR NSC 14/13 Q1016 NOSIG=,VEPT,14-12-2025 20:00,000,00,,2000 m,,14,13,1016,,,BR,,,,,,
202512142030 METAR VEPT 142030Z 00000KT 2000 BR NSC 14/13 Q1016 NOSIG=,VEPT,14-12-2025 20:30,000,00,,2000 m,,14,13,1016,,,BR,,,,,,
202512142100 METAR VEPT 142100Z 00000KT 1800 BR NSC 13/12 Q1016 NOSIG=,VEPT,14-12-2025 21:00,000,00,,1800 m,,13,12,1016,,,BR,,,,,,
202512142130 METAR VEPT 142130Z 00000KT 1800 BR NSC 13/12 Q1016 NOSIG=,VEPT,14-12-2025 21:30,000,00,,1800 m,,13,12,1016,,,BR,,,,,,
202512142200 METAR VEPT 142200Z 00000KT 1600 BR NSC 13/13 Q1016 BECMG 1500 BR=,VEPT,14-12-2025 22:00,000,00,,1600 m,,13,13,1016,,,BR,,,BR,,,
202512142230 METAR VEPT 142230Z 00000KT 1500 R25/2000 R07/2000 BR NSC 13/12 Q1016 NOSIG=,VEPT,14-12-2025 22:30,000,00,,1500 m,,13,12,1016,,,BR,,,,,,
202512142300 METAR VEPT 142300Z 00000KT 1500 R25/2000 R07/2000 BR NSC 13/12 Q1016 NOSIG=,VEPT,14-12-2025 23:00,000,00,,1500 m,,13,12,1016,,,BR,,,,,,
202512142330 METAR VEPT 142330Z 00000KT 1400 R25/2000 R07/2000 BR NSC 13/12 Q1016 NOSIG=,VEPT,14-12-2025 23:30,000,00,,1400 m,,13,12,1016,,,BR,,,,,,
202512150000 METAR VEPT 150000Z 00000KT 1400 R25/2000 R07/2000 BR NSC 13/12 Q1016 NOSIG=,VEPT,15-12-2025 00:00,000,00,,1400 m,,13,12,1016,,,BR,,,,,,
202512150030 METAR VEPT 150030Z 00000KT 1400 R25/2000 R07/2000 BR NSC 13/12 Q1017 NOSIG=,VEPT,15-12-2025 00:30,000,00,,1400 m,,13,12,1017,,,BR,,,,,,
202512150100 METAR VEPT 150100Z 00000KT 1400 R25/2000 R07/2000 BR FEW100 13/12 Q10 17 NOSIG=,VEPT,15-12-2025 01:00,000,00,,1400 m,FEW100,13,12,,,,BR,,,,,,
202512150130 METAR VEPT 150130Z 25003KT 1400 R25/2000 R07/2000 BR FEW100 13/12 Q1018 NOSIG=,VEPT,15-12-2025 01:30,250,03,,1400 m,FEW100,13,12,1018,,,BR,,,,,,
202512150200 METAR VEPT 150200Z 24003KT 1300 R25/1800 R07/1800 BR FEW020 SCT100 14 /12 Q1018 NOSIG=,VEPT,15-12-2025 02:00,240,03,,1300 m,"FEW020, SCT100",,,1018,,,BR,,,,,,
202512150230 METAR VEPT 150230Z 23004KT 1300 R25/1800 R07/1800 BR SCT100 16/13 Q1019 NOSIG=,VEPT,15-12-2025 02:30,230,04,,1300 m,SCT100,16,13,1019,,,BR,,,,,,
202512150300 METAR VEPT 150300Z 23003KT 1400 R25/2000 R07/1900 BR SCT100 17/13 Q1019 BECMG 1500 BR=,VEPT,15-12-2025 03:00,230,03,,1400 m,SCT100,17,13,1019,,,BR,,,BR,,,
202512150330 METAR VEPT 150330Z 24004KT 1400 R25/2000 R07/1900 BR SCT100 18/13 Q1019 NOSIG=,VEPT,15-12-2025 03:30,240,04,,1400 m,SCT100,18,13,1019,,,BR,,,,,,
202512150400 METAR VEPT 150400Z 25004KT 1500 R25/1900 R07/1800 BR FEW100 19/13 Q1020 NOSIG=,VEPT,15-12-2025 04:00,250,04,,1500 m,FEW100,19,13,1020,,,BR,,,,,,
202512150430 METAR VEPT 150430Z 26004KT 1600 HZ FEW100 20/14 Q1020 NOSIG=,VEPT,15-12-2025 04:30,260,04,,1600 m,FEW100,20,14,1020,,,HZ,,,,,,
202512150500 METAR VEPT 150500Z 27003KT 1800 HZ NSC 21/13 Q1019 NOSIG=,VEPT,15-12-2025 05:00,270,03,,1800 m,,21,13,1019,,,HZ,,,,,,
202512150530 METAR VEPT 150530Z 34003KT 2200 HZ NSC 22/12 Q1019 NOSIG=,VEPT,15-12-2025 05:30,340,03,,2200 m,,22,12,1019,,,HZ,,,,,,
202512150600 METAR VEPT 150600Z 29004KT 2500 HZ NSC 23/13 Q1018 BECMG 3000 HZ=,VEPT,15-12-2025 06:00,290,04,,2500 m,,23,13,1018,,,HZ,,,HZ,,,
202512150630 METAR VEPT 150630Z 28005KT 3500 HZ NSC 24/13 Q1018 NOSIG=,VEPT,15-12-2025 06:30,280,05,,3500 m,,24,13,1018,,,HZ,,,,,,
202512150700 METAR VEPT 150700Z 32005KT 4000 HZ NSC 24/12 Q1017 NOSIG=,VEPT,15-12-2025 07:00,320,05,,4000 m,,24,12,1017,,,HZ,,,,,,
202512150730 METAR VEPT 150730Z 31005KT 4500 HZ NSC 24/12 Q1017 BECMG 5000 HZ=,VEPT,15-12-2025 07:30,310,05,,4500 m,,24,12,1017,,,HZ,,,HZ,,,
202512150800 METAR VEPT 150800Z 26006KT 4500 HZ NSC 25/12 Q1016 NOSIG=,VEPT,15-12-2025 08:00,260,06,,4500 m,,25,12,1016,,,HZ,,,,,,
202512150830 METAR VEPT 150830Z 27005KT 5000 HZ NSC 25/12 Q1016 NOSIG=,VEPT,15-12-2025 08:30,270,05,,5000 m,,25,12,1016,,,HZ,,,,,,
202512150900 METAR VEPT 150900Z 29004KT 5000 HZ NSC 24/11 Q1015 NOSIG=,VEPT,15-12-2025 09:00,290,04,,5000 m,,24,11,1015,,,HZ,,,,,,
202512150930 METAR VEPT 150930Z 29004KT 5000 HZ NSC 24/11 Q1015 NOSIG=,VEPT,15-12-2025 09:30,290,04,,5000 m,,24,11,1015,,,HZ,,,,,,
202512151000 METAR VEPT 151000Z 31005KT 5000 HZ NSC 24/11 Q1015 NOSIG=,VEPT,15-12-2025 10:00,310,05,,5000 m,,24,11,1015,,,HZ,,,,,,
202512151030 METAR VEPT 151030Z 30005KT 4500 HZ NSC 24/11 Q1015 NOSIG=,VEPT,15-12-2025 10:30,300,05,,4500 m,,24,11,1015,,,HZ,,,,,,
